clarity_id,metric,metric_year,provider_code,clarity_industry_code,clarity_industry_name,country_code,co2directscope1_raw,revenue,co2directscope1_intensity,verification_co2directscope1,targets_emissions,policy_emissions,sbti_alignment,nz_statement
01FF543WCWEFRM8D2T30NAD8WG,CO2DIRECTSCOPE1,2002,TRC8,35202010/0,Pharmaceuticals,JP,12010214.559741557,350164.6636733932,34.29876228443132,,100,100,100,100
01FF543S2Q1B45JVNS36K74DJF,CO2DIRECTSCOPE1,2017,TRC8,20202020/0,Research & Consulting Services,CH,14607805.265440805,806536.2000804119,18.111778819083884,,100,100,100,100
01FF543WM60R1SETEMSTFBJPMJ,CO2DIRECTSCOPE1,2009,TRC1,15103010/0,"Metal, Glass & Plastic Containers",US,38135856.1125,918177.5,41.53429605114479,,100,100,100,100
01FF543T3WXF3X9TTJ975V05JQ,CO2DIRECTSCOPE1,2009,TRC1,20104010/0,Electrical Components & Equipment,JP,24576607.5,638866.3896388739,38.46908821403517,,100,100,,1
01FF543T50WVPDTEKNSG10QCZQ,CO2DIRECTSCOPE1,2012,TRC1,15105020/0,Paper Products,US,287500013.5,685265.0,419.5457428877879,,100,100,,1
01FF543WG1NTG2AXVQ8PGXHQJC,CO2DIRECTSCOPE1,2004,TRC8,20106020/0,Industrial Machinery & Supplies & Components,GB,25245312.225027155,195498.34084342778,129.1331277601267,,100,100,1,1
01FF543SDZBR0JXPKKZB3K45FY,CO2DIRECTSCOPE1,2010,TRC8,20304010/0,Rail Transportation,US,1401142519.725,2120640.0,660.716821207277,,100,100,1,100
01FF543VJQSNF5Z6TR8J3BGK0C,CO2DIRECTSCOPE1,2005,TRC1,15104020/0,Diversified Metals & Mining,GB,2589241907.5,3679266.1996010076,703.7386715266175,,100,100,,
01FF543VMXF2G6TGJTZWV2CEPS,CO2DIRECTSCOPE1,2014,TRC8,20106020/0,Industrial Machinery & Supplies & Components,GB,2034130.7125000001,106986.51339131882,19.012963858910606,,100,100,100,100
01FF543TFAC92PJVNY2CVSQYP6,CO2DIRECTSCOPE1,2018,TRC8,10101020/0,Oil & Gas Equipment & Services,NL,647756900.625,280015.128494969,2313.292514252987,100,100,100,,
01FF543RYVA23V2HNJD7T7E5FP,CO2DIRECTSCOPE1,2014,TRC1,25503030/0,Broadline Retail,ZA,6849293.9375,258547.88075700708,26.491394620779047,,1,100,100,1
01FF543T074AMWZN4Q9XEKJAY2,CO2DIRECTSCOPE1,2020,TRC1,35101010/0,Health Care Equipment,US,21546519.75,2139640.0,10.07016121870969,1,100,100,1,100
01FF543WQJ46CGRQMX5C50G16V,CO2DIRECTSCOPE1,2006,TRC1,15101030/0,Fertilizers & Agricultural Chemicals,NO,1763885296.25,552862.0404339065,3190.461936698779,,100,100,1,100
01FF543S1KP2SX83J7Q9HY9E72,CO2DIRECTSCOPE1,2011,TRC8,10101020/0,Oil & Gas Equipment & Services,NO,8725251.2375,50102.52320277127,174.14794065735575,,100,100,,
01FF543WETZZ9GZ2P08XFJ67F2,CO2DIRECTSCOPE1,2013,TRC8,50101020/0,Integrated Telecommunication Services,JP,29902376.912500005,7948163.53702926,3.762174340423354,,100,100,100,100
01FF543V6GDKGDX4JCANEDEHQS,CO2DIRECTSCOPE1,2017,TRC1,50101020/0,Integrated Telecommunication Services,DE,36961874.1046755,10589108.195900831,3.490555901486008,,100,100,100,100
01FF543WQCYV6P87YDR89218ZV,CO2DIRECTSCOPE1,2006,TRC1,45203015/0,Electronic Components,KR,25736767.65,622278.2798347132,41.358936160902296,,100,100,,1
01FF543VQEC6TN8T8DF43ZYPF4,CO2DIRECTSCOPE1,2020,TRC8,55100000/1,Electricity generation utilities,ES,1287288765.0,2375565.9915053085,541.8871837714315,100,100,100,,100
01FF543TJN3RMZ0RFN156DBQ4B,CO2DIRECTSCOPE1,2007,TRC1,20101010/0,Aerospace & Defense,GB,12432440.1725,167414.37420086915,74.26148580039583,,100,100,,
01FF543WCEQQDWEA4B6KVH02FH,CO2DIRECTSCOPE1,2022,TRC8,35201010/0,Biotechnology,US,8087515.0,1179190.0,6.85853424808555,,100,100,100,100
01FF543SAB9KZRZ2G4CX971SJZ,CO2DIRECTSCOPE1,2017,TRC8,45102010/0,IT Consulting & Other Services,GB,425397.40459632047,62288.67904405656,6.82944976719507,,100,100,1,
01FF543W4H5BPWT7B2B4Q2GJ2V,CO2DIRECTSCOPE1,2018,TRC8,35202010/0,Pharmaceuticals,US,30784451.75,2820140.0,10.91593032615402,100,1,100,1,100
01FF543W2D6PK04HSKKCDBD79B,CO2DIRECTSCOPE1,2012,TRC8,20106010/0,Construction Machinery & Heavy Transportation Equipment,FR,35789048.75000006,2691846.114942566,13.295354645770182,,100,100,100,100
01FF543SKBKDJHSHKPP9HKX5AB,CO2DIRECTSCOPE1,2008,TRC1,20107010/0,Trading Companies & Distributors,GB,1454274.01125,23523.488931130538,61.82220739056448,,100,100,100,100
01FF543S2Z31RD0E7TVAK9FZ3W,CO2DIRECTSCOPE1,2018,TRC1,30302010/0,Personal Care Products,FR,6504129.45,3976244.321828971,1.6357469319209907,100,100,100,100,100
01FF543VN0BS68BS7SACJWNX4Q,CO2DIRECTSCOPE1,2014,TRC1,45202030/0,"Technology Hardware, Storage & Peripherals",US,6244773.575,3050140.0,2.0473727681352334,,100,100,,
01FF543W5HHYMF2YVWGF63GKET,CO2DIRECTSCOPE1,2018,TRC1,30202030/0,Packaged Foods & Meats,ZA,23167148.8574545,74355.88139994525,311.571168564906,100,100,100,,100
01FF543RZ9YY8WSR935VAG6NBE,CO2DIRECTSCOPE1,2005,TRC8,15101050/0,Specialty Chemicals,NL,316922544.3537899,1755498.3196675708,180.53138576276385,,100,100,100,100
01FF543VK9SQE1RKMTQ8VSXKVT,CO2DIRECTSCOPE1,2014,TRC1,15101050/0,Specialty Chemicals,JP,44003332.300000004,691732.8323100206,63.61319030217523,,100,100,100,100
01FF543TFWGWXV3HSKA6NSCWM0,CO2DIRECTSCOPE1,2016,TRC1,40101015/0,Regional Banks,JP,342057.5525,170595.0386136235,2.005084997077305,,100,100,,100
01FF543RQY5NXJW79DNWJ8CVPA,CO2DIRECTSCOPE1,2017,TRC1,30101030/0,Food Retail,AU,82690159.51250026,5244295.814989118,15.767638293049234,,100,100,100,100
01FF543TH8ETKWBVC1CF8RKPFR,CO2DIRECTSCOPE1,2016,TRC1,30201020/0,Distillers & Vintners,FR,34510481.25,1211695.6206578142,28.481147131046573,,100,100,100,100
01FF543V7NQ0ZZ3N5MMAZS6N7P,CO2DIRECTSCOPE1,2021,TRC8,10101020/0,Oil & Gas Equipment & Services,US,438218379.75,1911890.0,229.2068998477946,100,100,1,,1
01FF543V1G7V91829R167Q7JB8,CO2DIRECTSCOPE1,2022,TRC8,35201010/0,Biotechnology,US,42193889.0,7256765.0,5.814421302054014,,100,100,100,1
01FF543T2JTRB6CHHBWXNNHMCB,CO2DIRECTSCOPE1,2010,TRC1,35203010/0,Life Sciences Tools & Services,US,2448996233.75,626.625,3908232.569319769,,1,1,100,
01FF543TJKD9YV4AQS968D2S5X,CO2DIRECTSCOPE1,2016,TRC8,45301020/0,Semiconductors,KR,147200993.0750015,1853959.9156116534,79.398153021252,,100,100,,1
01FF543TF3T3Z1DDY23WMYFC41,CO2DIRECTSCOPE1,2009,TRC1,45103020/0,Systems Software,US,4931383.70875,7194140.0,0.6854723022835252,,100,100,100,100
01FF543S4QZY5VNFPR42Z1AAZ7,CO2DIRECTSCOPE1,2018,TRC8,55103010/0,Multi-Utilities,US,3698497015.0,786390.0,4703.133324431898,100,100,100,,100
01FF543VXE4SKXHAKCWRXFWP9E,CO2DIRECTSCOPE1,2019,TRC1,25504010/0,Apparel Retail,ZA,583980.2625,333843.4508889709,1.7492637969831528,1,1,100,,1
01FF543VRRZAZWNGJWFZM5HM3S,CO2DIRECTSCOPE1,2015,TRC8,15104030/1,Pure gold,CA,59821021.75000002,114639.6304681623,521.8179917861258,,1,100,,
01FF543S93YVTEX828AE4ZT36G,CO2DIRECTSCOPE1,2011,TRC8,35102015/0,Health Care Services,US,585849.7667126,2721265.0,0.21528581990824122,,100,100,,1
01FF543VWYSD2PAPRP5VN4SBND,CO2DIRECTSCOPE1,2015,TRC1,55100000/1,Electricity generation utilities,ES,3994718482.5,4242748.109279647,941.540336500967,,100,100,100,100
01FF543VXT4EFG2CKG9C5R31PV,CO2DIRECTSCOPE1,2013,TRC1,15104050/0,Steel,JP,44968169.1875,446488.5705285894,100.71516306512176,,100,100,,
01FF543SSW6D0PYH9N9RGE8EEH,CO2DIRECTSCOPE1,2012,TRC1,40301030/0,Multi-line Insurance,BR,352014.325,303244.89361060277,1.1608252353690813,,1,100,,1
01FF543RWHW6HA37D9J56EV618,CO2DIRECTSCOPE1,2015,TRC8,55101010/0,Electric Utilities,DE,1504618.992434253,103588.51586038667,14.524959450738061,,100,100,,
01FF543WA389AK3HKCQVRWXY3K,CO2DIRECTSCOPE1,2014,TRC1,30203010/0,Tobacco,GB,42798151.987500004,2204290.831253858,19.415837230133242,,100,100,100,100
01FF543W9GK5RNRRMXTTWNSTYT,CO2DIRECTSCOPE1,2017,TRC1,55100000/0,Electricity distribution utilities,IT,9441727.375000125,308587.4517305218,30.59660178031232,,100,100,100,1
01FF543T12X0T9CYGZ3W5AFBP6,CO2DIRECTSCOPE1,2021,TRC8,15102010/1,Cement Producers,TH,1371888959.5,163134.940657978,8409.53479350721,,100,100,,
01FF543TTFXPJNNQ3B1KKTYVQJ,CO2DIRECTSCOPE1,2018,TRC1,15103020/0,Paper & Plastic Packaging Products & Materials,FI,36481933.68985738,286983.57991371484,127.1220245451887,100,100,100,100,1
01FF543T1C25YRVD6SZ5JH16R8,CO2DIRECTSCOPE1,2007,TRC8,55103010/0,Multi-Utilities,US,2660997514.335539,529740.0,5023.21424535723,,100,100,,100
01FF543RDVV1QPSXGA7PMQ8RAV,CO2DIRECTSCOPE1,2021,TRC8,15101040/0,Industrial Gases,JP,41392200.0,951191.1559767588,43.51617415691297,,100,100,,
01FF543WQ72GC1W7DA9FNHNKNN,CO2DIRECTSCOPE1,2017,TRC1,30202030/0,Packaged Foods & Meats,US,120291136.84560461,1145954.875,104.97022131487037,,100,100,100,100
01FF543RN39VX1HX6ASC1DH96Y,CO2DIRECTSCOPE1,2014,TRC1,10102010/0,Integrated Oil & Gas,GB,949056184.2499988,2411139.302718301,393.6131699981166,,100,100,,
01FF543WJEW3B6Q7K5SR55VWHF,CO2DIRECTSCOPE1,2016,TRC1,60107010/0,Retail REITs,GB,813427.5,115867.88444315203,7.020301647080559,,100,100,,
01FF543WC37NRCQDES70KR8M2D,CO2DIRECTSCOPE1,2019,TRC8,20104020/0,Heavy Electrical Equipment,JP,37063930.625,5096304.651270176,7.272707022285722,100,100,100,100,100
01FF543RPXQ7C8C0NPEBHT1FWB,CO2DIRECTSCOPE1,2016,TRC1,45203010/0,Electronic Equipment & Instruments,GB,820925.457875,144667.73935877255,5.674557862821954,,100,100,,100
01FF543WNMWKHJ1H7GD5HHT5ZG,CO2DIRECTSCOPE1,2017,TRC1,20303010/0,Marine Transportation,DK,44830357.23771775,226090.0693615027,198.28538849283575,,100,100,,1
01FF543SSQZZ501E8F6N14HGFQ,CO2DIRECTSCOPE1,2020,TRC8,55100000/1,Electricity generation utilities,US,1061564640.0,4184265.0,253.70396951435916,100,100,1,,100
01FF543VWFGDZHX234NGAP4RYY,CO2DIRECTSCOPE1,2011,TRC8,15101050/0,Specialty Chemicals,DE,171862366.9599286,663047.5461205979,259.20066813529775,,100,100,100,100
01FF543VP2HD6CE14NKNVM7G1F,CO2DIRECTSCOPE1,2014,TRC1,15101010/0,Commodity Chemicals,GB,2770375.075,136648.23096885267,20.27377197170942,,100,100,,100
01FF543TQ6RKH1Y3089FYX0B9X,CO2DIRECTSCOPE1,2018,TRC1,10102020/0,Oil & Gas Exploration & Production,PG,70883401.01326987,191985.53184827784,369.21220224702944,100,100,100,,
01FF543TEEMJ7EHVS4NMZ6E0MN,CO2DIRECTSCOPE1,2006,TRC1,15101050/0,Specialty Chemicals,JP,77195038.6875,281808.5307960508,273.9272600067854,,100,100,1,1
01FF543TKTR6XAN1RGZQFMW746,CO2DIRECTSCOPE1,2010,TRC8,55100000/1,Electricity generation utilities,BR,731012949.743357,103086.01341431531,7091.291296767161,,100,1,,100
01FF543TV4ZYK3ZZ12C792FN5H,CO2DIRECTSCOPE1,2022,TRC8,45301010/0,Semiconductor Materials & Equipment,JP,701948.5,464208.51917996624,1.5121404950516768,1,100,100,100,1
01FF543VQYZKYBBTCSJ5K77FRJ,CO2DIRECTSCOPE1,2009,TRC8,20201050/0,Environmental & Facilities Services,GB,9030408.734510913,626382.1211851559,14.416772811817792,,100,100,1,1
01FF543RV68WZBX1TB22GT4VYB,CO2DIRECTSCOPE1,2010,TRC1,15101010/0,Commodity Chemicals,US,491631180.625,361640.0,1359.44912240073,,100,100,,100
01FF543RPVHPAZFKKKTXY2E09X,CO2DIRECTSCOPE1,2011,TRC1,30101030/0,Food Retail,GB,236314157.5,9393312.966468373,25.15770083926498,,100,100,100,100
01FF543V14ZQMV2P5FTZ613BNJ,CO2DIRECTSCOPE1,2021,TRC8,30101040/0,Consumer Staples Merchandise Retail,ES,49853971.25,983047.8444465308,50.713677397938305,,100,100,,1
01FF543SKSCSSYTYZAVVGPQ1FH,CO2DIRECTSCOPE1,2015,TRC1,15101040/0,Industrial Gases,JP,13249999.3125,466149.8439697873,28.424334972766346,,100,100,,1
01FF543VDFPJ86WD8CQC90B205,CO2DIRECTSCOPE1,2018,TRC1,40101010/0,Diversified Banks,BR,1698893.9500000125,7885289.26775802,0.21545106239115175,100,100,100,,1
01FF543SC9CQFYH9M7HDVD3W68,CO2DIRECTSCOPE1,2005,TRC1,25102010/0,Automobile Manufacturers,JP,227455459.375,14825436.824896837,15.342243339031109,,100,100,100,100
01FF543VDTVMMDMDWXQH3JHX4D,CO2DIRECTSCOPE1,2015,TRC1,20301010/0,Air Freight & Logistics,CH,2532765.80875,827508.5326893157,3.060712619504692,,100,100,100,
01FF543W0RRM8JW8N3HNRWKC6R,CO2DIRECTSCOPE1,2014,TRC1,30203010/0,Tobacco,GB,70922343.125,2135027.5652084462,33.21846719017688,,100,1,100,100
01FF543TW26BVDD7MXGB4NDA8R,CO2DIRECTSCOPE1,2010,TRC8,40203010/0,Asset Management & Custody Banks,GB,135889.1,227053.35954293187,0.5984897130504943,,100,100,100,100
01FF543VQ5ESQVRXA0EA0KVHMS,CO2DIRECTSCOPE1,2013,TRC8,20106010/0,Construction Machinery & Heavy Transportation Equipment,SE,37002290.11713475,3169475.8556531123,11.674577060158718,,100,100,100,100
01FF543S6T2FKBMF6QR6TD1GTA,CO2DIRECTSCOPE1,2008,TRC1,15102010/0,Construction Materials,JP,1273107.5,76361.8063972054,16.672045359662835,,100,100,,1
01FF543T3VPQ8X1H2VN0KCEDH3,CO2DIRECTSCOPE1,2016,TRC8,15101050/0,Specialty Chemicals,JP,199120775.5,1387375.6820075857,143.5233283113804,,100,100,,100
01FF543T16NGR81QFXYQ9R9D01,CO2DIRECTSCOPE1,2020,TRC1,20302010/0,Passenger Airlines,DE,1438719515.0,1939534.4919229534,741.7859909124793,100,100,100,100,100
01FF543VZS1DSJVD9GVD8VBVBQ,CO2DIRECTSCOPE1,2007,TRC1,55100000/1,Electricity generation utilities,JP,12308024271.25,4126864.129684073,2982.4156755536865,,100,100,,100
01FF543S8X5TFPEZEDQ0KS6FDM,CO2DIRECTSCOPE1,2020,TRC1,15104030/0,Gold,JE,76583765.0,358140.22635676566,213.83737252600653,100,100,100,1,1
01FF543SX2E67DTJNBMWWZ7F37,CO2DIRECTSCOPE1,2015,TRC8,35201010/0,Biotechnology,AU,9375129.425000003,682340.150649458,13.739671359037956,,100,100,1,1
01FF543T2ZHXG5E0V5Z4G5S55W,CO2DIRECTSCOPE1,2015,TRC1,35202010/0,Pharmaceuticals,US,108626276.7,6106390.0,17.78895168831339,,100,100,100,100
01FF543VS9VYB9B7GXPWGBHWV8,CO2DIRECTSCOPE1,2010,TRC1,55100000/1,Electricity generation utilities,US,7021175921.25,1106140.0,6347.456851076718,,100,100,100,100
01FF543RQY5NXJW79DNWJ8CVPA,CO2DIRECTSCOPE1,2016,TRC8,30101030/0,Food Retail,AU,166184762.75,5346157.638398001,31.084897601298188,,100,100,100,100
01FF543VZK5MAT5RXCKZWZZHMX,CO2DIRECTSCOPE1,2020,TRC1,30203010/0,Tobacco,IN,155905332.125,869093.7773707834,179.388388439106,100,100,100,,1
01FF543TEPWH0PWMG1CXA1M5W8,CO2DIRECTSCOPE1,2011,TRC8,15104025/0,Copper,US,669849399.7499999,2678390.0,250.09404894358173,,100,100,1,1
01FF543S81MBKMY4DAD4486TJF,CO2DIRECTSCOPE1,2009,TRC1,20103010/0,Construction & Engineering,ES,169340030.0,560014.1789739551,302.38525444170153,,100,100,,1
01FF543VJE16S2TBNBGGCVKGE9,CO2DIRECTSCOPE1,2016,TRC1,20102010/0,Building Products,DK,159426819.5,304660.138098422,523.2939907894887,,1,1,100,1
01FF543W8KHTQ0816YRWNYF9XJ,CO2DIRECTSCOPE1,2016,TRC1,45301020/0,Semiconductors,TW,2260016.6,329975.14272373175,6.849051056831197,,100,100,,
01FF543SDZBR0JXPKKZB3K45FY,CO2DIRECTSCOPE1,2017,TRC1,20304010/0,Rail Transportation,US,1326735409.475,2655015.0,499.70919541885826,,100,100,1,100
01FF543WBVTDJ2WKZPMWRR31KC,CO2DIRECTSCOPE1,2020,TRC1,55103010/0,Multi-Utilities,FR,3131135384.5,3712334.378391849,843.4410980662741,100,100,100,100,100
01FF543T788780KAKX7XYCZNSQ,CO2DIRECTSCOPE1,2019,TRC1,40301040/0,Property & Casualty Insurance,JP,3394660.0262499996,6143201.19046531,0.5525881248230574,100,1,100,1,100
01FF543T6EEY0DE67X5CRPGH68,CO2DIRECTSCOPE1,2014,TRC1,45103010/0,Application Software,DE,19416390.0125,2371267.8533355803,8.188189278232587,,100,100,100,1
01FF543S0VTZN6YWFE991R1S90,CO2DIRECTSCOPE1,2018,TRC1,15104025/0,Copper,CA,45509250.98750013,227281.53519486074,200.23294434579822,,100,100,,1
01FF543VJAQFWJQ3M118WVVE7F,CO2DIRECTSCOPE1,2012,TRC8,15101050/0,Specialty Chemicals,ZA,35135627.7375,97133.3028023149,361.72586253972867,,100,100,,100
01FF543TAM731XHBJ82RSV5STY,CO2DIRECTSCOPE1,2019,TRC1,35101010/0,Health Care Equipment,IE,7866390.0,3819640.0,2.059458482998398,1,100,100,1,1
01FF543TDTDEPTQ410ES5CC9CV,CO2DIRECTSCOPE1,2007,TRC1,50201040/0,Publishing,DE,797534.8341249999,348140.8460079229,2.290839593429522,,1,100,1,100
01FF543W9XRCJV9TJ1461WHVKT,CO2DIRECTSCOPE1,2009,TRC1,45201020/0,Communications Equipment,FR,2252277.9124999996,488714.5487597645,4.608575533950685,,100,100,100,1
01FF543S50HF1T4ZZHK7WA0DZ7,CO2DIRECTSCOPE1,2010,TRC1,20101010/0,Aerospace & Defense,US,36645243.175,5725390.0,6.400479823208549,,1,1,,1
01FF543T473YJH2RJVWW30SA89,CO2DIRECTSCOPE1,2017,TRC1,40101015/0,Regional Banks,JP,3420172.025,810875.6402739168,4.217874918334768,,1,100,,1
01FF543S13JJZGNRA2XX6Z8HHJ,CO2DIRECTSCOPE1,2018,TRC1,55100000/1,Electricity generation utilities,CA,357793717.6822875,204068.9449019394,1753.2982191592994,1,1,100,,100
01FF543WCSK7PPW3JSQH13PV5Q,CO2DIRECTSCOPE1,2008,TRC1,55100000/1,Electricity generation utilities,US,18616610740.0,1803515.0,10322.404160763841,,100,100,,100
01FF543V567GHJE04RX7XNSK92,CO2DIRECTSCOPE1,2013,TRC8,40202010/0,Consumer Finance,JP,3520700.0000000005,339477.3774191183,10.370941435821655,,100,100,100,100
01FF543S24V2VQ6R26CQWBQQ38,CO2DIRECTSCOPE1,2021,TRC8,40203040/0,Financial Exchanges & Data,HK,12806.25,336930.99547849345,0.03800852451052528,,100,100,,
01FF543V3QK2N41ED0VCQDKDVV,CO2DIRECTSCOPE1,2011,TRC1,50101020/0,Integrated Telecommunication Services,FR,50665344.625,6114093.328045277,8.286648879335655,,100,100,100,100
01FF543RHMD1R8MKW9JYX2R35Y,CO2DIRECTSCOPE1,2018,TRC1,20304010/0,Rail Transportation,US,579706139.275,1531265.0,378.57989262146003,100,100,100,100,1
01FF543TN51ZF867WN1XEYM349,CO2DIRECTSCOPE1,2009,TRC1,45103020/0,Systems Software,US,1523515.7375,533890.0,2.8536135486710745,,100,100,,
01FF543TBM5J8BS5Z8XKJVVK5F,CO2DIRECTSCOPE1,2017,TRC1,15103010/0,"Metal, Glass & Plastic Containers",JP,66148901.1875,901471.2606718977,73.37882423250736,,100,100,100,1
01FF543VC4JYVBED89KHJ2QBYC,CO2DIRECTSCOPE1,2018,TRC1,50101020/0,Integrated Telecommunication Services,US,50874571.5250865,16357890.0,3.110093754456504,100,100,100,100,1
01FF543TXJFV1FJYJBJN6B0W7N,CO2DIRECTSCOPE1,2019,TRC1,30301010/0,Household Products,US,250592706.5,2306265.0,108.6573774045914,,100,100,100,100
01FF543SE1R000PPWR1PT7W7V0,CO2DIRECTSCOPE1,2018,TRC1,40203010/0,Asset Management & Custody Banks,US,364417.3206808,835290.0,0.4362764078114188,,1,1,1,100
01FF543T4W2RQ2YN9586J0BHNA,CO2DIRECTSCOPE1,2020,TRC1,20103010/0,Construction & Engineering,GB,20352015.0,1174175.8115266925,17.3330218526115,100,100,100,1,100
01FF543S9M2Q6G97WVBYSDZEK6,CO2DIRECTSCOPE1,2018,TRC1,45301020/0,Semiconductors,US,252484345.72500125,3798890.0,66.46266296865696,1,100,100,,1
01FF543RV29CKXKXA9D2QPABKB,CO2DIRECTSCOPE1,2012,TRC1,30201020/0,Distillers & Vintners,AU,5299797.9625,136552.8992169986,38.81131775955924,,100,100,,1
01FF543WDHBR69AARAPJNYM8FK,CO2DIRECTSCOPE1,2012,TRC8,40101010/0,Diversified Banks,PT,2331191.494534525,143019.37196368905,16.299830313381516,,100,100,1,100
01FF543TBRYV87BY0DPX7BHX0M,CO2DIRECTSCOPE1,2019,TRC1,50201040/0,Publishing,US,3573533.45,1259265.0,2.837793038002327,100,100,100,100,100
01FF543VXS917HJBZT5DCJPV71,CO2DIRECTSCOPE1,2012,TRC1,20106020/0,Industrial Machinery & Supplies & Components,JP,7319337.336249988,1018218.8025906149,7.188373773522626,,100,100,,1
01FF543TCG7VTA45GN3KY72HCB,CO2DIRECTSCOPE1,2005,TRC8,25201030/0,Homebuilding,GB,1712239.7831540916,185874.06014007903,9.211827523774472,,100,100,100,1
01FF543SZV5AC254ARSHMKT6B5,CO2DIRECTSCOPE1,2021,TRC8,20303010/0,Marine Transportation,KR,682862145.375,1507078.0077140029,453.10338408480465,100,100,100,,1
01FF543S4T93VFAVPGSDC4GEHQ,CO2DIRECTSCOPE1,2011,TRC1,20106010/0,Construction Machinery & Heavy Transportation Equipment,JP,25193692.8125,1233189.5031766032,20.429700988860954,,100,100,1,100
01FF543V3QK2N41ED0VCQDKDVV,CO2DIRECTSCOPE1,2018,TRC1,50101020/0,Integrated Telecommunication Services,FR,42394386.050000004,6108263.961169402,6.9404967302499765,100,100,100,100,100
01FF543TP9F02N5HNMB0VMA1B1,CO2DIRECTSCOPE1,2018,TRC1,40301040/0,Property & Casualty Insurance,US,1746900.6,2369390.0,0.7372786244560837,100,1,100,,1
01FF543TK296BJ5DMPQJ5WYCAJ,CO2DIRECTSCOPE1,2019,TRC1,40203010/0,Asset Management & Custody Banks,US,21005.917562500003,362851.75,0.05789118438177576,,100,100,,
01FF543RGQSMF8NBHMY0C2P43T,CO2DIRECTSCOPE1,2005,TRC1,55103010/0,Multi-Utilities,US,5335040690.0,1127765.0,4730.631550012636,,100,100,,100
01FF543SBQF0XDR092YWMZPB8N,CO2DIRECTSCOPE1,2016,TRC8,35102030/0,Managed Health Care,US,2011882.600000002,6800640.0,0.2958372447299081,,100,1,100,1
01FF543RV3AB716G661DRZ4CJY,CO2DIRECTSCOPE1,2007,TRC1,15104030/1,Pure gold,CA,47148817.8875,136639.83656184844,345.059091651933,,100,100,,100
01FF543T38PZCVXDVP5NGCZH2N,CO2DIRECTSCOPE1,2009,TRC1,20107010/0,Trading Companies & Distributors,FR,13069768.75,1526880.3765754786,8.559785658725387,,100,100,100,100
01FF543WAMSW3NCAKZRDNDQAX0,CO2DIRECTSCOPE1,2016,TRC1,40301040/0,Property & Casualty Insurance,GB,417022.875,1160237.8477133326,0.3594287807641287,,100,100,,100
01FF543S6BZS7ZGX95G4MKTJNJ,CO2DIRECTSCOPE1,2006,TRC1,35202010/0,Pharmaceuticals,JP,41821964.95,1010167.296954061,41.40102840005315,,100,100,100,100
01FF543SPC8MPX1KK7H6ES764K,CO2DIRECTSCOPE1,2012,TRC1,10102010/0,Integrated Oil & Gas,TH,1922287995.0,9741413.18688982,197.33153271714744,,100,100,,1
01FF543SSJD6PSPHYM4ZZJYAYF,CO2DIRECTSCOPE1,2018,TRC1,45102010/0,IT Consulting & Other Services,ES,137849.33112949997,458157.2896859697,0.30087774271579243,100,100,100,100,100
01FF543VWC0FMRBBV44S2N3F8A,CO2DIRECTSCOPE1,2006,TRC8,15104040/0,Precious Metals & Minerals,ZA,120167175.17577492,254953.80036367927,471.3292173105961,,100,1,,100
01FF543RWRNFHTF2SGC1R8DHNB,CO2DIRECTSCOPE1,2017,TRC1,20104010/0,Electrical Components & Equipment,FR,12085825.707380736,3495897.8631722988,3.457144968306837,,100,100,100,100
01FF543RPPRRFDN1EQR70K7NA7,CO2DIRECTSCOPE1,2018,TRC1,15101030/0,Fertilizers & Agricultural Chemicals,AU,2760952.6125,319192.0459878917,8.649816457533953,,100,100,,
01FF543TR1XAV3TE36S4SRRSKM,CO2DIRECTSCOPE1,2006,TRC1,40202010/0,Consumer Finance,US,1661351.665,3608265.0,0.46042950420770096,,100,1,1,100
01FF543TQP12FX52FAYT3GDDD4,CO2DIRECTSCOPE1,2011,TRC1,35202010/0,Pharmaceuticals,DE,40928470.6875,1387657.0456079969,29.49465850877249,,100,100,100,1
01FF543WNSYX5CRZ3G3QED5DCJ,CO2DIRECTSCOPE1,2018,TRC8,45202030/0,"Technology Hardware, Storage & Peripherals",TW,219025.80000000168,127599.12709745862,1.716514877352668,1,100,1,,1
01FF543VZQ1AHJHJTJP5RDZ028,CO2DIRECTSCOPE1,2010,TRC1,35102015/0,Health Care Services,US,10487883.1375,921130.625,11.385880409198206,,1,1,,1
01FF543SJ2WQPKC9SXQZT6Q8GH,CO2DIRECTSCOPE1,2013,TRC1,25202010/0,Leisure Products,US,1898374.7449999999,810626.5,2.3418611962475935,,100,100,,
01FF543RYTVKSGR225KMB7JHC9,CO2DIRECTSCOPE1,2007,TRC1,20201050/0,Environmental & Facilities Services,GB,692559.0138750001,48136.40351674372,14.387427461922888,,100,100,100,1
01FF543RY9KHBCTB2VRE62Y5P8,CO2DIRECTSCOPE1,2010,TRC8,10102020/0,Oil & Gas Exploration & Production,US,1232740459.978717,1502265.0,820.5878856118708,,100,100,,
01FF543TVTWPF8AD9ES10Y33RV,CO2DIRECTSCOPE1,2022,TRC8,15104020/0,Diversified Metals & Mining,SE,126545960.5,1071751.4529545624,118.07398082003347,,100,100,100,
01FF543WEZ4KKE791JX3JTRG5H,CO2DIRECTSCOPE1,2017,TRC1,25504060/0,Homefurnishing Retail,GB,1833695.3,151508.44395799318,12.102924774994095,,100,100,100,100
